Order Date,Sales,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Category_Furniture,Category_Office Supplies,Category_Technology,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Discount_Bin
8/27/2014,213.48,0.15384615384615385,0.25,0.841894469180607,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
8/27/2014,22.72,0.23076923076923078,0.25,0.8358282672073721,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
12/9/2016,19.46,0.4615384615384616,0.0,0.834193831150042,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
12/9/2016,60.34,0.4615384615384616,0.0,0.8416676282444107,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
7/16/2017,71.372,0.07692307692307693,0.375,0.8299191522308708,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
1/16/2016,11.648,0.07692307692307693,0.25,0.8336051416528828,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
1/16/2016,90.57,0.15384615384615385,0.0,0.8389152306109537,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/17/2015,9.618,0.07692307692307693,0.875,0.8256765376225818,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/17/2015,124.2,0.15384615384615385,0.25,0.8415527311304166,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
9/17/2015,3.264,0.07692307692307693,0.25,0.8314107052186563,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
9/17/2015,86.304,0.38461538461538464,0.25,0.8374632657964721,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/17/2015,6.858,0.38461538461538464,0.875,0.8266175126406161,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
9/17/2015,15.76,0.07692307692307693,0.25,0.8331295210414655,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
10/19/2017,29.472,0.15384615384615385,0.25,0.8376303377321207,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
12/8/2016,190.92,0.3076923076923077,0.75,0.7265937386416924,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,High
12/27/2015,113.328,0.6153846153846154,0.25,0.8555386772585772,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
12/27/2015,212.058,0.15384615384615385,0.375,0.8199852630739589,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
12/27/2015,371.168,0.23076923076923078,0.25,0.8599977259653202,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
9/10/2017,147.168,0.23076923076923078,0.25,0.8422779752147095,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
7/17/2016,77.88,0.07692307692307693,0.0,0.8333742223613549,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
9/19/2017,95.616,0.07692307692307693,0.25,0.8373594786849328,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
3/11/2016,45.98,0.07692307692307693,0.0,0.844538649764837,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
3/11/2016,17.46,0.07692307692307693,0.0,0.8364064092338463,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/20/2014,211.96,0.23076923076923078,0.0,0.8365978106685414,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
6/20/2016,45.0,0.15384615384615385,0.0,0.8341167642975711,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
6/20/2016,21.8,0.07692307692307693,0.0,0.834928216375595,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
4/18/2015,38.22,0.38461538461538464,0.0,0.8432673279649519,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
4/18/2015,75.18,0.38461538461538464,0.0,0.8554821428157062,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
4/18/2015,6.16,0.07692307692307693,0.0,0.8327152163929632,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
4/18/2015,89.99,0.0,0.0,0.8426588795393763,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low
12/11/2016,15.26,0.4615384615384616,0.0,0.835035519310696,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Low
6/17/2016,208.56,0.38461538461538464,0.0,0.8672991070722267,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
6/17/2016,32.4,0.3076923076923077,0.0,0.8415717165776494,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
6/17/2016,319.41,0.3076923076923077,0.125,0.8356271620996469,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low
6/17/2016,14.56,0.07692307692307693,0.0,0.835550376513061,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
6/17/2016,30.0,0.07692307692307693,0.0,0.8329565425222334,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
6/17/2016,48.48,0.23076923076923078,0.25,0.8421412799946333,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
6/17/2016,1.68,0.0,0.0,0.8312267573299119,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/24/2015,13.98,0.07692307692307693,0.0,0.8349614057500169,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/24/2015,25.824,0.38461538461538464,0.25,0.8372185644765827,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/24/2015,146.73,0.15384615384615385,0.0,0.8791285173441552,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
11/24/2015,79.76,0.23076923076923078,0.0,0.8463397358589884,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
4/30/2015,213.115,0.3076923076923077,0.375,0.8199321741381783,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
12/5/2014,167.968,0.23076923076923078,0.25,0.8749270378715371,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
6/4/2016,75.88,0.07692307692307693,0.0,0.8557134840060614,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
9/18/2016,4.616,0.0,0.25,0.8318532770885942,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/14/2017,19.05,0.15384615384615385,0.0,0.8367979313456694,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
4/26/2015,97.04,0.07692307692307693,0.25,0.8314890377676094,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
4/26/2015,72.784,0.0,0.25,0.8178413138660775,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
12/9/2017,1.248,0.15384615384615385,1.0,0.8292758971520351,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
12/9/2017,9.708,0.15384615384615385,0.75,0.8265403051552027,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,High
12/9/2017,27.24,0.15384615384615385,0.25,0.8325515196479337,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
11/26/2014,19.3,0.3076923076923077,0.75,0.8204577897606419,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,High
6/12/2016,208.16,0.0,0.0,0.8701562059313489,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
6/12/2016,16.74,0.15384615384615385,0.0,0.8362861680680387,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/12/2014,14.9,0.3076923076923077,0.0,0.8335697021513816,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/12/2014,21.39,0.0,0.0,0.8349978999985865,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
9/3/2015,200.984,0.4615384615384616,0.25,0.8748001166409624,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
11/13/2017,230.376,0.15384615384615385,0.25,0.7962127407961188,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
5/28/2017,301.96,0.07692307692307693,0.0,0.8539921367902878,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Low
10/26/2017,19.99,0.0,0.0,0.8354152282553519,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/26/2017,6.16,0.07692307692307693,0.0,0.8327152163929632,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Low
4/5/2016,158.368,0.4615384615384616,0.25,0.8403799930231997,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
9/17/2016,20.1,0.15384615384615385,0.0,0.8353001905084154,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/17/2016,73.584,0.07692307692307693,0.25,0.8364570370931338,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
9/17/2016,6.48,0.0,0.0,0.8328232224927764,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
1/31/2015,12.96,0.07692307692307693,0.0,0.8350103460139947,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
1/31/2015,53.34,0.15384615384615385,0.0,0.8422632087557507,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
1/31/2015,32.96,0.07692307692307693,0.0,0.8419924903415051,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/6/2017,5.682,0.0,0.875,0.827972511041268,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
11/9/2017,96.53,0.4615384615384616,0.0,0.8591442246374992,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
6/17/2017,51.312,0.15384615384615385,0.25,0.8432643746731602,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
9/6/2016,77.88,0.38461538461538464,0.0,0.8465172146323794,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
8/29/2016,64.624,0.4615384615384616,0.25,0.8465405597008286,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
8/29/2016,95.976,0.15384615384615385,0.25,0.8230438186231626,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
8/29/2016,1.788,0.15384615384615385,1.0,0.8284987595119726,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
12/1/2016,23.92,0.23076923076923078,0.0,0.8388777519317867,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
11/13/2015,238.896,0.38461538461538464,0.25,0.8117379847960319,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/13/2015,102.36,0.15384615384615385,0.25,0.8279370012232955,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
11/13/2015,36.882,0.15384615384615385,0.875,0.8124822143275575,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
11/23/2017,74.112,0.5384615384615385,0.25,0.8430129229720325,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
11/23/2017,27.992,0.0,0.25,0.832112322968615,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
11/23/2017,3.304,0.0,0.25,0.8313911572396537,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
10/15/2015,339.96,0.3076923076923077,0.25,0.8784456740920156,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
12/25/2017,41.96,0.07692307692307693,0.0,0.838307344717148,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
11/3/2016,75.96,0.07692307692307693,0.0,0.846659816436039,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
11/3/2016,27.24,0.38461538461538464,0.0,0.8400216602857984,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
8/25/2014,40.096,1.0000000000000002,0.25,0.8408564574322716,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Medium
8/25/2014,4.72,0.07692307692307693,0.25,0.8317977270763205,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
8/25/2014,23.976,0.15384615384615385,0.25,0.8359045605786595,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
8/25/2014,130.464,0.38461538461538464,0.25,0.8615975663188039,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Medium
4/5/2015,157.794,0.0,0.875,0.7492689723859481,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
6/12/2016,47.04,0.15384615384615385,0.0,0.8435360775180029,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
6/12/2016,30.84,0.23076923076923078,0.0,0.840394618849216,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
6/12/2016,226.56,0.38461538461538464,0.0,0.8752426181944291,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Low
6/12/2016,115.02,0.6153846153846154,0.0,0.8670312013168305,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
6/12/2016,68.04,0.4615384615384616,0.0,0.8445106638092864,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
11/5/2017,2.388,0.07692307692307693,0.875,0.8293487450162321,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,High
11/5/2017,243.992,0.4615384615384616,0.25,0.8520819195327834,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Medium
11/6/2016,81.424,0.07692307692307693,0.25,0.8241949695737112,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Medium
11/6/2016,238.56,0.15384615384615385,0.0,0.8490882660865275,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
2/2/2017,59.97,0.3076923076923077,0.5,0.8222023414119223,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,High
2/2/2017,78.304,0.07692307692307693,0.25,0.8512838275842937,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Medium
2/2/2017,21.456,0.6153846153846154,0.25,0.8355394071435487,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Medium
10/13/2016,20.04,0.15384615384615385,0.0,0.8373999809723628,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
10/13/2016,35.44,0.0,0.0,0.842348572951827,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
10/13/2016,11.52,0.23076923076923078,0.0,0.8330662362173562,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
10/13/2016,4.02,0.07692307692307693,0.0,0.8320211928218976,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Low
10/13/2016,76.176,0.15384615384615385,0.25,0.8493835952657044,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
10/13/2016,65.88,0.38461538461538464,0.0,0.8436069565210053,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Low
10/13/2016,43.12,1.0000000000000002,0.0,0.8451899209213932,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Low
9/5/2016,82.8,0.07692307692307693,0.25,0.8379138537441305,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
9/18/2017,8.82,0.15384615384615385,0.0,0.832310615417491,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
9/18/2017,10.86,0.15384615384615385,0.0,0.8342251922962117,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
9/18/2017,143.7,0.15384615384615385,0.0,0.8791375881689442,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
10/22/2014,93.888,0.23076923076923078,0.25,0.8397136741417996,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Medium
12/5/2016,384.45,0.7692307692307694,0.0,0.9036256508580471,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
12/5/2016,149.97,0.15384615384615385,0.0,0.8348542434478584,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Low
12/5/2016,171.55,0.3076923076923077,0.0,0.8873312149793209,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Low
3/13/2016,157.92,0.3076923076923077,0.25,0.8431285232507388,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Medium
3/13/2016,203.184,0.07692307692307693,0.25,0.841351485389749,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Medium
5/31/2015,58.38,0.4615384615384616,0.0,0.8491089391290699,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
5/31/2015,105.52,0.23076923076923078,0.0,0.8647671515760839,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Low
